id,class
47798,0
47799,2
47800,2
47801,0
47802,0
47803,0
47804,2
47805,1
47806,2
47807,0
47808,1
47809,1
47810,2
47811,1
47812,2
47813,1
47814,1
47815,0
47816,0
47817,1
47818,1
47819,2
47820,1
47821,1
47822,0
47823,0
47824,2
47825,2
47826,0
47827,1
47828,1
47829,1
47830,1
47831,1
47832,2
47833,1
47834,0
47835,1
47836,2
47837,1
47838,2
47839,2
47840,1
47841,0
47842,2
47843,1
47844,1
47845,0
47846,2
47847,1
47848,1
47849,2
47850,0
47851,1
47852,2
47853,2
47854,1
47855,1
47856,0
47857,1
47858,1
47859,1
47860,2
47861,2
47862,0
47863,0
47864,1
47865,2
47866,1
47867,1
47868,0
47869,1
47870,0
47871,1
47872,1
47873,1
47874,0
47875,2
47876,1
47877,1
47878,1
47879,1
47880,0
47881,1
47882,2
47883,0
47884,1
47885,2
47886,2
47887,2
47888,1
47889,0
47890,0
47891,0
47892,0
47893,2
47894,1
47895,1
47896,1
47897,2
47898,1
47899,1
47900,1
47901,1
47902,1
47903,2
47904,2
47905,2
47906,2
47907,2
47908,2
47909,1
47910,0
47911,0
47912,0
47913,1
47914,0
47915,0
47916,2
47917,1
47918,1
47919,2
47920,0
47921,1
47922,0
47923,0
47924,2
47925,0
47926,1
47927,1
47928,1
47929,1
47930,0
47931,1
47932,1
47933,2
47934,1
47935,1
47936,1
47937,0
47938,0
47939,0
47940,2
47941,1
47942,2
47943,1
47944,2
47945,0
47946,2
47947,1
47948,1
47949,1
47950,2
47951,0
47952,2
47953,1
47954,2
47955,1
47956,1
47957,2
47958,1
47959,1
47960,2
47961,2
47962,1
47963,2
47964,1
47965,1
47966,2
47967,1
47968,1
47969,1
47970,0
47971,0
47972,0
47973,2
47974,2
47975,2
47976,1
47977,2
47978,2
47979,0
47980,1
47981,2
47982,1
47983,0
47984,0
47985,2
47986,1
47987,0
47988,1
47989,1
47990,1
47991,1
47992,2
47993,1
47994,1
47995,2
47996,1
47997,2
47998,2
47999,1
48000,2
48001,1
48002,1
48003,1
48004,1
48005,1
48006,2
48007,1
48008,1
48009,0
48010,1
48011,2
48012,1
48013,1
48014,0
48015,2
48016,1
48017,2
48018,2
48019,1
48020,0
48021,1
48022,2
48023,1
48024,0
48025,2
48026,1
48027,1
48028,1
48029,1
48030,2
48031,2
48032,0
48033,1
48034,0
48035,1
48036,0
48037,2
48038,2
48039,2
48040,0
48041,1
48042,1
48043,2
48044,1
48045,0
48046,1
48047,0
48048,0
48049,2
48050,1
48051,2
48052,2
48053,1
48054,1
48055,1
48056,2
48057,0
48058,0
48059,2
48060,2
48061,1
48062,1
48063,2
48064,2
48065,2
48066,1
48067,1
48068,1
48069,2
48070,2
48071,0
48072,0
48073,2
48074,2
48075,0
48076,1
48077,0
48078,0
48079,1
48080,0
48081,0
48082,0
48083,2
48084,1
48085,1
48086,1
48087,1
48088,1
48089,1
48090,1
48091,2
48092,0
48093,2
48094,0
48095,1
48096,0
48097,0
48098,1
48099,1
48100,2
48101,2
48102,0
48103,2
48104,1
48105,1
48106,1
48107,2
48108,1
48109,1
48110,2
48111,0
48112,1
48113,2
48114,1
48115,1
48116,0
48117,2
48118,1
48119,1
48120,1
48121,1
48122,1
48123,0
48124,0
48125,2
48126,2
48127,2
48128,0
48129,1
48130,2
48131,1
48132,2
48133,0
48134,1
48135,1
48136,0
48137,1
48138,2
48139,1
48140,2
48141,2
48142,1
48143,0
48144,2
48145,0
48146,0
48147,1
48148,0
48149,0
48150,0
48151,1
48152,1
48153,0
48154,1
48155,0
48156,0
48157,2
48158,1
48159,0
48160,1
48161,1
48162,0
48163,0
48164,2
48165,1
48166,1
48167,2
48168,0
48169,1
48170,1
48171,0
48172,1
48173,1
48174,1
48175,0
48176,0
48177,0
48178,2
48179,2
48180,1
48181,0
48182,1
48183,1
48184,1
48185,1
48186,2
48187,0
48188,1
48189,1
48190,0
48191,1
48192,2
48193,1
48194,1
48195,1
48196,1
48197,0
48198,2
48199,1
48200,0
48201,1
48202,1
48203,0
48204,0
48205,0
48206,1
48207,0
48208,1
48209,2
48210,2
48211,0
48212,1
48213,1
48214,1
48215,2
48216,1
48217,0
48218,1
48219,0
48220,1
48221,1
48222,1
48223,2
48224,1
48225,2
48226,0
48227,1
48228,1
48229,1
48230,1
48231,1
48232,1
48233,0
48234,0
48235,0
48236,2
48237,1
48238,2
48239,0
48240,0
48241,1
48242,1
48243,0
48244,1
48245,1
48246,1
48247,1
48248,0
48249,0
48250,0
48251,0
48252,1
48253,0
48254,0
48255,1
48256,0
48257,1
48258,1
48259,0
48260,0
48261,2
48262,0
48263,1
48264,2
48265,0
48266,1
48267,0
48268,2
48269,0
48270,1
48271,2
48272,1
48273,2
48274,2
48275,1
48276,1
48277,1
48278,1
48279,1
48280,0
48281,0
48282,1
48283,0
48284,1
48285,1
48286,0
48287,1
48288,2
48289,1
48290,0
48291,0
48292,2
48293,0
48294,1
48295,0
48296,1
48297,1
48298,0
48299,1
48300,1
48301,1
48302,2
48303,1
48304,2
48305,1
48306,2
48307,0
48308,0
48309,1
48310,2
48311,0
48312,0
48313,0
48314,1
48315,1
48316,1
48317,0
48318,0
48319,0
48320,0
48321,0
48322,0
48323,0
48324,0
48325,1
48326,1
48327,0
48328,0
48329,0
48330,0
48331,1
48332,0
48333,0
48334,0
48335,0
48336,0
48337,1
48338,0
48339,0
48340,0
48341,0
48342,1
48343,0
48344,1
48345,0
48346,0
48347,0
48348,0
48349,0
48350,2
48351,2
48352,0
48353,0
48354,1
48355,0
48356,0
48357,1
48358,1
48359,1
48360,1
48361,1
48362,0
48363,0
48364,0
48365,0
48366,0
48367,1
48368,0
48369,1
48370,0
48371,1
48372,2
48373,1
48374,0
48375,1
48376,1
48377,1
48378,0
48379,0
48380,0
48381,0
48382,0
48383,0
48384,0
48385,0
48386,0
48387,0
48388,0
48389,1
48390,1
48391,0
48392,1
48393,1
48394,1
48395,2
48396,0
48397,0
48398,1
48399,0
48400,0
48401,0
48402,1
48403,1
48404,0
48405,2
48406,0
48407,1
48408,0
48409,0
48410,0
48411,1
48412,1
48413,1
48414,1
48415,0
48416,0
48417,1
48418,0
48419,1
48420,0
48421,1
48422,0
48423,0
48424,0
48425,1
48426,2
48427,0
48428,0
48429,1
48430,1
48431,1
48432,1
48433,1
48434,0
48435,1
48436,1
48437,0
48438,1
48439,1
48440,0
48441,0
48442,1
48443,0
48444,0
48445,0
48446,1
48447,0
48448,0
48449,1
48450,0
48451,1
48452,1
48453,1
48454,0
48455,1
48456,1
48457,1
48458,1
48459,0
48460,1
48461,0
48462,0
48463,0
48464,1
48465,0
48466,1
48467,1
48468,1
48469,1
48470,0
48471,0
48472,2
48473,1
48474,1
48475,1
48476,0
48477,0
48478,1
48479,1
48480,1
48481,1
48482,0
48483,0
48484,1
48485,0
48486,0
48487,1
48488,1
48489,2
48490,0
48491,1
48492,1
48493,1
48494,1
48495,1
48496,0
48497,0
48498,0
48499,1
48500,2
48501,1
48502,1
48503,1
48504,1
48505,1
48506,1
48507,0
48508,0
48509,1
48510,1
48511,1
48512,0
48513,0
48514,2
48515,0
48516,0
48517,0
48518,0
48519,2
48520,0
48521,0
48522,0
48523,2
48524,0
48525,0
48526,2
48527,0
48528,1
48529,1
48530,2
48531,0
48532,0
48533,0
48534,0
48535,2
48536,2
48537,0
48538,0
48539,0
48540,1
48541,0
48542,0
48543,1
48544,0
48545,0
48546,1
48547,1
48548,0
48549,0
48550,0
48551,0
48552,0
48553,0
48554,0
48555,0
48556,1
48557,0
48558,0
48559,1
48560,1
48561,1
48562,1
48563,1
48564,0
48565,0
48566,1
48567,1
48568,1
48569,1
48570,1
48571,1
48572,1
48573,1
48574,1
48575,0
48576,2
48577,0
48578,2
48579,0
48580,2
48581,0
48582,2
48583,0
48584,0
48585,0
48586,1
48587,0
48588,1
48589,0
48590,0
48591,0
48592,2
48593,0
48594,0
48595,0
48596,2
48597,0
48598,0
48599,2
48600,0
48601,0
48602,0
48603,0
48604,1
48605,1
48606,2
48607,0
48608,0
48609,0
48610,2
48611,0
48612,0
48613,0
48614,0
48615,0
48616,2
48617,0
48618,0
48619,0
48620,0
48621,0
48622,0
48623,0
48624,1
48625,0
48626,0
48627,0
48628,0
48629,1
48630,0
48631,0
48632,0
48633,0
48634,0
48635,0
48636,2
48637,0
48638,0
48639,0
48640,0
48641,0
48642,0
48643,1
48644,0
48645,0
48646,0
48647,2
48648,2
48649,0
48650,0
48651,2
48652,2
48653,0
48654,0
48655,2
48656,0
48657,0
48658,0
48659,0
48660,0
48661,0
48662,0
48663,0
48664,2
48665,0
48666,0
48667,1
48668,2
48669,2
48670,2
48671,0
48672,0
48673,2
48674,0
48675,0
48676,2
48677,1
48678,0
48679,2
48680,2
48681,2
48682,2
48683,0
48684,0
48685,2
48686,1
48687,0
48688,1
48689,0
48690,2
48691,2
48692,0
48693,1
48694,0
48695,0
48696,0
48697,2
48698,0
48699,0
48700,0
48701,0
48702,2
48703,0
48704,1
48705,0
48706,2
48707,0
48708,0
48709,0
48710,0
48711,2
48712,2
48713,2
48714,1
48715,0
48716,2
48717,2
48718,0
48719,1
48720,2
48721,1
48722,0
48723,0
48724,2
48725,0
48726,2
48727,1
48728,2
48729,0
48730,2
48731,0
48732,2
48733,0
48734,0
48735,0
48736,0
48737,2
48738,0
48739,0
48740,2
48741,1
48742,0
48743,0
48744,2
48745,2
48746,0
48747,1
48748,0
48749,2
48750,0
48751,0
48752,0
48753,0
48754,2
48755,1
48756,1
48757,1
48758,1
48759,0
48760,2
48761,0
48762,1
48763,2
48764,1
48765,0
48766,1
48767,0
48768,1
48769,1
48770,0
48771,1
48772,1
48773,1
48774,1
48775,0
48776,0
48777,1
48778,1
48779,0
48780,1
48781,1
48782,2
48783,1
48784,1
48785,0
48786,1
48787,1
48788,1
48789,1
48790,1
48791,1
48792,2
48793,2
48794,1
48795,1
48796,2
48797,1
48798,1
48799,2
48800,0
48801,0
48802,2
48803,2
48804,1
48805,1
48806,1
48807,2
48808,1
48809,2
48810,1
48811,1
48812,2
48813,1
48814,2
48815,0
48816,1
48817,2
48818,1
48819,2
48820,0
48821,2
48822,2
48823,2
48824,2
48825,1
48826,2
48827,0
48828,1
48829,0
48830,1
48831,1
48832,0
48833,2
48834,0
48835,1
48836,2
48837,1
48838,0
48839,1
48840,2
48841,0
48842,1
48843,1
48844,2
48845,0
48846,1
48847,2
48848,2
48849,2
48850,1
48851,2
48852,1
48853,1
48854,1
48855,1
48856,1
48857,0
48858,1
48859,1
48860,2
48861,2
48862,1
48863,2
48864,0
48865,1
48866,0
48867,2
48868,2
48869,2
48870,2
48871,2
48872,1
48873,2
48874,1
48875,1
48876,1
48877,1
48878,1
48879,2
48880,1
48881,0
48882,1
48883,1
48884,0
48885,1
48886,0
48887,2
48888,0
48889,0
48890,1
48891,1
48892,2
48893,1
48894,1
48895,1
48896,2
48897,1
48898,1
48899,0
48900,0
48901,0
48902,1
48903,1
48904,1
48905,1
48906,2
48907,0
48908,2
48909,2
48910,1
48911,2
48912,1
48913,1
48914,0
48915,1
48916,0
48917,1
48918,2
48919,0
48920,2
48921,1
48922,0
48923,0
48924,0
48925,2
48926,0
48927,1
48928,0
48929,2
48930,2
48931,1
48932,2
48933,1
48934,0
48935,2
48936,1
48937,2
48938,0
48939,0
48940,1
48941,1
48942,2
48943,2
48944,2
48945,1
48946,2
48947,0
48948,1
48949,1
48950,2
48951,1
48952,2
48953,2
48954,2
48955,1
48956,1
48957,1
48958,1
48959,1
48960,2
48961,1
48962,1
48963,1
48964,1
48965,1
48966,0
48967,2
48968,2
48969,0
48970,1
48971,2
48972,0
48973,1
48974,2
48975,0
48976,2
48977,1
48978,1
48979,2
48980,1
48981,1
48982,0
48983,1
48984,2
48985,0
48986,2
48987,2
48988,1
48989,2
48990,1
48991,2
48992,1
48993,1
48994,1
48995,2
48996,2
48997,2
48998,1
48999,0
49000,2
49001,1
49002,1
49003,1
49004,2
49005,2
49006,1
49007,2
49008,1
49009,2
49010,0
49011,1
49012,2
49013,2
49014,1
49015,1
49016,2
49017,0
49018,2
49019,0
49020,1
49021,1
49022,2
49023,2
49024,2
49025,1
49026,2
49027,2
49028,0
49029,1
49030,2
49031,2
49032,0
49033,1
49034,1
49035,2
49036,1
49037,1
49038,1
49039,1
49040,2
49041,1
49042,1
49043,0
49044,1
49045,0
49046,1
49047,1
49048,0
49049,0
49050,1
49051,1
49052,1
49053,2
49054,2
49055,1
49056,0
49057,0
49058,2
49059,0
49060,2
49061,0
49062,1
49063,0
49064,2
49065,0
49066,0
49067,1
49068,2
49069,0
49070,2
49071,2
49072,1
49073,1
49074,1
49075,0
49076,1
49077,1
49078,0
49079,1
49080,0
49081,2
49082,1
49083,0
49084,0
49085,2
49086,0
49087,1
49088,1
49089,2
49090,1
49091,1
49092,2
49093,1
49094,1
49095,0
49096,2
49097,1
49098,1
49099,0
49100,0
49101,2
49102,0
49103,1
49104,0
49105,1
49106,1
49107,1
49108,2
49109,1
49110,1
49111,1
49112,2
49113,1
49114,0
49115,0
49116,1
49117,2
49118,1
49119,1
49120,2
49121,1
49122,2
49123,2
49124,0
49125,1
49126,1
49127,1
49128,2
49129,1
49130,1
49131,1
49132,0
49133,0
49134,1
49135,1
49136,0
49137,0
49138,1
49139,2
49140,0
49141,1
49142,1
49143,1
49144,1
49145,1
49146,1
49147,1
49148,1
49149,1
49150,2
49151,0
49152,1
49153,0
49154,1
49155,1
49156,0
49157,0
49158,0
49159,1
49160,0
49161,0
49162,1
49163,0
49164,1
49165,0
49166,0
49167,1
49168,1
49169,2
49170,1
49171,2
49172,1
49173,1
49174,1
49175,0
49176,0
49177,0
49178,0
49179,1
49180,1
49181,1
49182,1
49183,1
49184,0
49185,1
49186,1
49187,1
49188,2
49189,0
49190,0
49191,1
49192,0
49193,0
49194,1
49195,1
49196,0
49197,1
49198,1
49199,1
49200,1
49201,1
49202,0
49203,1
49204,0
49205,1
49206,2
49207,2
49208,0
49209,1
49210,1
49211,0
49212,0
49213,1
49214,1
49215,1
49216,1
49217,0
49218,1
49219,0
49220,1
49221,1
49222,2
49223,1
49224,1
49225,1
49226,0
49227,2
49228,2
49229,0
49230,1
49231,1
49232,0
49233,0
49234,1
49235,0
49236,0
49237,0
49238,1
49239,1
49240,2
49241,0
49242,1
49243,1
49244,1
49245,1
49246,1
49247,0
49248,0
49249,1
49250,1
49251,2
49252,2
49253,2
49254,2
49255,2
49256,0
49257,1
49258,2
49259,0
49260,1
49261,1
49262,1
49263,1
49264,0
49265,0
49266,0
49267,0
49268,0
49269,2
49270,1
49271,1
49272,0
49273,1
49274,0
49275,1
49276,0
49277,0
49278,1
49279,1
49280,1
49281,2
49282,0
49283,1
49284,2
49285,1
49286,1
49287,1
49288,2
49289,1
49290,0
49291,1
49292,0
49293,1
49294,1
49295,1
49296,1
49297,1
49298,1
49299,1
49300,1
49301,1
49302,1
49303,1
49304,1
49305,0
49306,0
49307,0
49308,0
49309,1
49310,2
49311,2
49312,0
49313,0
49314,2
49315,1
49316,1
49317,0
49318,0
49319,0
49320,0
49321,0
49322,0
49323,1
49324,1
49325,1
49326,1
49327,0
49328,0
49329,0
49330,0
49331,0
49332,0
49333,1
49334,1
49335,1
49336,1
49337,0
49338,0
49339,1
49340,2
49341,0
49342,1
49343,0
49344,0
49345,1
49346,1
49347,0
49348,1
49349,1
49350,0
49351,0
49352,0
49353,0
49354,0
49355,0
49356,2
49357,1
49358,0
49359,2
49360,0
49361,0
49362,0
49363,1
49364,0
49365,0
49366,1
49367,0
49368,2
49369,1
49370,1
49371,0
49372,0
49373,1
49374,0
49375,0
49376,1
49377,0
49378,0
49379,0
49380,1
49381,1
49382,0
49383,1
49384,0
49385,2
49386,0
49387,1
49388,0
49389,1
49390,0
49391,1
49392,0
49393,1
49394,0
49395,1
49396,1
49397,1
49398,0
49399,0
49400,0
49401,1
49402,1
49403,0
49404,1
49405,1
49406,0
49407,1
49408,1
49409,1
49410,0
49411,0
49412,1
49413,1
49414,0
49415,1
49416,0
49417,0
49418,1
49419,0
49420,2
49421,1
49422,0
49423,0
49424,0
49425,0
49426,0
49427,1
49428,0
49429,0
49430,1
49431,0
49432,0
49433,1
49434,1
49435,0
49436,0
49437,0
49438,1
49439,0
49440,0
49441,1
49442,0
49443,0
49444,1
49445,1
49446,1
49447,1
49448,1
49449,1
49450,1
49451,0
49452,0
49453,1
49454,0
49455,2
49456,0
49457,1
49458,1
49459,1
49460,0
49461,1
49462,0
49463,0
49464,0
49465,1
49466,0
49467,0
49468,0
49469,0
49470,0
49471,1
49472,1
49473,0
49474,0
49475,0
49476,1
49477,0
49478,0
49479,1
49480,2
49481,1
49482,1
49483,1
49484,1
49485,1
49486,1
49487,1
49488,1
49489,1
49490,0
49491,0
49492,0
49493,0
49494,0
49495,0
49496,0
49497,0
49498,2
49499,1
49500,0
49501,1
49502,0
49503,1
49504,1
49505,1
49506,1
49507,1
49508,0
49509,0
49510,1
49511,0
49512,0
49513,0
49514,0
49515,0
49516,0
49517,2
49518,1
49519,1
49520,0
49521,1
49522,1
49523,0
49524,0
49525,2
49526,0
49527,0
49528,0
49529,0
49530,0
49531,0
49532,0
49533,2
49534,2
49535,1
49536,1
49537,1
49538,1
49539,1
49540,1
49541,0
49542,1
49543,1
49544,1
49545,1
49546,0
49547,1
49548,1
49549,0
49550,2
49551,0
49552,0
49553,2
49554,2
49555,2
49556,1
49557,1
49558,2
49559,0
49560,0
49561,2
49562,0
49563,0
49564,2
49565,0
49566,0
49567,0
49568,2
49569,0
49570,0
49571,0
49572,2
49573,1
49574,0
49575,0
49576,0
49577,1
49578,2
49579,2
49580,2
49581,2
49582,0
49583,0
49584,0
49585,0
49586,2
49587,0
49588,0
49589,1
49590,1
49591,1
49592,2
49593,2
49594,0
49595,2
49596,1
49597,1
49598,0
49599,0
49600,1
49601,0
49602,0
49603,1
49604,0
49605,0
49606,0
49607,0
49608,0
49609,1
49610,0
49611,0
49612,2
49613,0
49614,0
49615,0
49616,0
49617,0
49618,0
49619,0
49620,0
49621,0
49622,2
49623,0
49624,0
49625,0
49626,0
49627,2
49628,0
49629,2
49630,0
49631,0
49632,0
49633,1
49634,0
49635,0
49636,0
49637,2
49638,1
49639,0
49640,0
49641,0
49642,0
49643,0
49644,2
49645,2
49646,2
49647,2
49648,2
49649,2
49650,2
49651,0
49652,2
49653,2
49654,0
49655,2
49656,0
49657,1
49658,0
49659,0
49660,2
49661,0
49662,2
49663,0
49664,2
49665,2
49666,2
49667,2
49668,2
49669,1
49670,0
49671,0
49672,2
49673,2
49674,1
49675,1
49676,1
49677,1
49678,1
49679,2
49680,0
49681,2
49682,0
49683,1
49684,2
49685,0
49686,0
49687,0
49688,1
49689,0
49690,2
49691,0
49692,0
49693,2
49694,2
49695,0
49696,0
49697,2
49698,0
49699,0
49700,0
49701,0
49702,0
49703,0
49704,1
49705,1
49706,1
49707,1
49708,0
49709,2
49710,1
49711,2
49712,1
49713,1
49714,1
49715,1
49716,1
49717,2
49718,2
49719,0
49720,2
49721,1
49722,2
49723,1
49724,1
49725,0
49726,0
49727,1
49728,1
49729,2
49730,1
49731,1
49732,0
49733,1
49734,0
49735,2
49736,2
49737,1
49738,0
49739,1
49740,1
49741,1
49742,1
49743,0
49744,1
49745,0
49746,1
49747,2
49748,0
49749,2
49750,1
49751,2
49752,0
49753,1
49754,1
49755,0
49756,2
49757,1
49758,1
49759,2
49760,1
49761,1
49762,2
49763,0
49764,2
49765,1
49766,2
49767,2
49768,2
49769,0
49770,0
49771,1
49772,1
49773,2
49774,1
49775,2
49776,2
49777,0
49778,1
49779,2
49780,1
49781,1
49782,1
49783,1
49784,1
49785,2
49786,2
49787,0
49788,1
49789,0
49790,2
49791,1
49792,0
49793,0
49794,1
49795,1
49796,2
49797,2
49798,1
49799,2
49800,2
49801,0
49802,0
49803,1
49804,2
49805,2
49806,0
49807,1
49808,2
49809,1
49810,1
49811,0
49812,2
49813,2
49814,1
49815,2
49816,2
49817,0
49818,1
49819,2
49820,2
49821,2
49822,2
49823,2
49824,2
49825,1
49826,0
49827,2
49828,2
49829,1
49830,2
49831,2
49832,2
49833,1
49834,1
49835,2
49836,2
49837,1
49838,1
49839,1
49840,2
49841,1
49842,1
49843,2
49844,2
49845,1
49846,0
49847,2
49848,1
49849,1
49850,1
49851,2
49852,1
49853,0
49854,1
49855,2
49856,1
49857,2
49858,1
49859,1
49860,1
49861,2
49862,0
49863,1
49864,2
49865,2
49866,2
49867,2
49868,2
49869,1
49870,1
49871,0
49872,1
49873,1
49874,1
49875,1
49876,2
49877,1
49878,1
49879,1
49880,2
49881,2
49882,0
49883,0
49884,1
49885,2
49886,1
49887,2
49888,1
49889,1
49890,1
49891,0
49892,2
49893,2
49894,1
49895,1
49896,1
49897,2
49898,2
49899,1
49900,2
49901,1
49902,2
49903,1
49904,1
49905,2
49906,2
49907,1
49908,1
49909,1
49910,2
49911,1
49912,0
49913,1
49914,2
49915,0
49916,1
49917,2
49918,1
49919,1
49920,2
49921,1
49922,1
49923,1
49924,1
49925,2
49926,2
49927,1
49928,2
49929,0
49930,2
49931,2
49932,1
49933,1
49934,1
49935,0
49936,1
49937,2
49938,1
49939,1
49940,1
49941,0
49942,2
49943,2
49944,0
49945,2
49946,2
49947,2
49948,2
49949,2
49950,2
49951,0
49952,2
49953,1
49954,1
49955,1
49956,2
49957,0
49958,2
49959,0
49960,1
49961,1
49962,2
49963,2
49964,1
49965,2
49966,0
49967,1
49968,0
49969,2
49970,0
49971,1
49972,1
49973,1
49974,0
49975,2
49976,1
49977,0
49978,2
49979,1
49980,2
49981,0
49982,2
49983,1
49984,0
49985,2
49986,1
49987,0
49988,1
49989,2
49990,1
49991,2
49992,0
49993,2
49994,1
49995,1
49996,2
49997,1
49998,1
49999,0
50000,2
50001,0
50002,1
50003,1
50004,0
50005,1
50006,2
50007,2
50008,1
50009,1
50010,2
50011,1
50012,1
50013,1
50014,2
50015,2
50016,2
50017,1
50018,1
50019,0
50020,0
50021,1
50022,1
50023,1
50024,0
50025,1
50026,1
50027,1
50028,1
50029,1
50030,2
50031,1
50032,0
50033,2
50034,2
50035,2
50036,2
50037,2
50038,2
50039,2
50040,0
50041,2
50042,1
50043,2
50044,1
50045,1
50046,0
50047,1
50048,2
50049,2
50050,0
50051,2
50052,2
50053,1
50054,1
50055,2
50056,2
50057,1
50058,2
50059,2
50060,0
50061,0
50062,0
50063,1
50064,2
50065,2
50066,2
50067,2
50068,2
50069,2
50070,1
50071,2
50072,1
50073,0
50074,1
50075,2
50076,1
50077,0
50078,1
50079,2
50080,2
50081,1
50082,2
50083,0
50084,1
50085,1
50086,0
50087,2
50088,1
50089,2
50090,0
50091,1
50092,1
50093,2
50094,1
50095,1
50096,2
50097,0
50098,2
50099,1
50100,0
50101,1
50102,1
50103,1
50104,2
50105,2
50106,2
50107,2
50108,1
50109,1
50110,2
50111,1
50112,1
50113,2
50114,1
50115,0
50116,0
50117,1
50118,1
50119,2
50120,1
50121,1
50122,0
50123,1
50124,1
50125,2
50126,2
50127,0
50128,1
50129,0
50130,0
50131,0
50132,0
50133,1
50134,0
50135,1
50136,1
50137,0
50138,0
50139,1
50140,0
50141,1
50142,1
50143,1
50144,1
50145,0
50146,1
50147,2
50148,1
50149,2
50150,1
50151,2
50152,0
50153,1
50154,0
50155,1
50156,1
50157,0
50158,1
50159,1
50160,2
50161,1
50162,0
50163,2
50164,1
50165,1
50166,2
50167,1
50168,0
50169,1
50170,2
50171,2
50172,1
50173,0
50174,1
50175,2
50176,2
50177,0
50178,2
50179,1
50180,2
50181,1
50182,1
50183,0
50184,0
50185,0
50186,0
50187,1
50188,1
50189,1
50190,1
50191,1
50192,1
50193,1
50194,0
50195,2
50196,1
50197,2
50198,1
50199,0
50200,1
50201,1
50202,0
50203,1
50204,1
50205,0
50206,2
50207,1
50208,0
50209,0
50210,0
50211,0
50212,1
50213,1
50214,0
50215,1
50216,0
50217,1
50218,0
50219,1
50220,1
50221,1
50222,1
50223,0
50224,1
50225,1
50226,1
50227,0
50228,0
50229,0
50230,0
50231,0
50232,1
50233,0
50234,0
50235,1
50236,0
50237,1
50238,1
50239,0
50240,1
50241,1
50242,0
50243,0
50244,0
50245,0
50246,1
50247,0
50248,0
50249,2
50250,1
50251,0
50252,1
50253,1
50254,1
50255,1
50256,1
50257,0
50258,0
50259,1
50260,1
50261,1
50262,0
50263,1
50264,0
50265,0
50266,1
50267,1
50268,1
50269,1
50270,1
50271,1
50272,1
50273,0
50274,1
50275,1
50276,0
50277,1
50278,1
50279,0
50280,0
50281,0
50282,0
50283,0
50284,2
50285,1
50286,1
50287,1
50288,2
50289,1
50290,0
50291,0
50292,0
50293,0
50294,1
50295,1
50296,1
50297,1
50298,1
50299,0
50300,1
50301,1
50302,1
50303,1
50304,1
50305,0
50306,2
50307,0
50308,0
50309,2
50310,0
50311,0
50312,0
50313,0
50314,0
50315,0
50316,2
50317,0
50318,1
50319,1
50320,1
50321,1
50322,1
50323,0
50324,0
50325,1
50326,1
50327,1
50328,0
50329,0
50330,0
50331,0
50332,0
50333,2
50334,2
50335,2
50336,1
50337,1
50338,1
50339,1
50340,1
50341,0
50342,0
50343,0
50344,1
50345,0
50346,0
50347,0
50348,0
50349,0
50350,0
50351,0
50352,0
50353,2
50354,0
50355,0
50356,0
50357,0
50358,0
50359,0
50360,1
50361,0
50362,0
50363,0
50364,0
50365,0
50366,2
50367,0
50368,0
50369,0
50370,1
50371,0
50372,0
50373,0
50374,2
50375,2
50376,1
50377,0
50378,0
50379,0
50380,0
50381,0
50382,0
50383,0
50384,2
50385,2
50386,0
50387,0
50388,2
50389,0
50390,0
50391,0
50392,2
50393,2
50394,0
50395,0
50396,0
50397,0
50398,0
50399,0
50400,2
50401,2
50402,0
50403,0
50404,0
50405,2
50406,2
50407,0
50408,0
50409,2
50410,2
50411,2
50412,0
50413,0
50414,2
50415,0
50416,2
50417,0
50418,0
50419,0
50420,0
50421,0
50422,0
50423,2
50424,2
50425,0
50426,1
50427,2
50428,2
50429,2
50430,0
50431,0
50432,1
50433,0
50434,1
50435,0
50436,0
50437,2
50438,2
50439,2
50440,2
50441,2
50442,0
50443,1
50444,2
50445,2
50446,0
50447,2
50448,2
50449,0
50450,0
50451,0
50452,0
50453,0
50454,0
50455,0
50456,2
50457,0
50458,0
50459,0
50460,0
50461,0
50462,0
50463,2
50464,0
50465,1
50466,1
50467,1
50468,1
50469,1
50470,2
50471,2
50472,2
50473,1
50474,1
50475,1
50476,1
50477,2
50478,1
50479,2
50480,1
50481,0
50482,1
50483,2
50484,1
50485,2
50486,1
50487,2
50488,2
50489,2
50490,2
50491,1
50492,2
50493,1
50494,0
50495,1
50496,2
50497,2
50498,0
50499,1
50500,2
50501,2
50502,1
50503,2
50504,2
50505,0
50506,2
50507,0
50508,2
50509,0
50510,1
50511,1
50512,1
50513,1
50514,2
50515,0
50516,1
50517,2
50518,2
50519,1
50520,2
50521,2
50522,1
50523,2
50524,2
50525,1
50526,0
50527,0
50528,1
50529,1
50530,2
50531,1
50532,1
50533,2
50534,0
50535,0
50536,0
50537,1
50538,2
50539,0
50540,2
50541,2
50542,2
50543,2
50544,1
50545,1
50546,0
50547,1
50548,1
50549,2
50550,2
50551,1
50552,2
50553,1
50554,2
50555,1
50556,0
50557,2
50558,2
50559,1
50560,2
50561,0
50562,2
50563,2
50564,2
50565,1
50566,0
50567,2
50568,2
50569,0
50570,0
50571,1
50572,2
50573,2
50574,1
50575,0
50576,2
50577,1
50578,1
50579,2
50580,1
50581,1
50582,2
50583,2
50584,2
50585,2
50586,1
50587,1
50588,2
50589,0
50590,0
50591,1
50592,2
50593,0
50594,2
50595,2
50596,0
